"Identifiant opération";"Localisation station de mesure";"Code station";"X";"Y";"Identifiant point prélèvement";"Date réalisation";"Débit mesuré (m3/s)";"Débit station hydro (m3/s)";"Distance interpoint (m)";"Largeur plein bord évaluée (m)";"Largeur mouillée évaluée (m)";"Longueur réelle opération (m)";"Longueur théorique opération (m)";"Pente ligne d'eau (‰)";"Pente ligne d'eau évaluée";"Description habitat marginaux";"Continuité ripisylve rive gauche";"Continuité ripisylve rive droite";"Nom réseau de mesure";"Observations";"Version protocole";"Structure responsable";"Cours d'eau";"Nombre transect";"D16 (mm)";"D50 (mm)";"D84 (mm)";"Indice Folk et Ward";"Indice Fredle";"Surface mouillée Q1 (m2)";"Largeur mouillée Q1 (m)";"Périmètre mouillé Q1 (m)";"Profondeur maximum Q1 (m)";"Profondeur moyenne Q1 (m)";"Rayon hydraulique Q1";"Rapport largeur/Profondeur Q1";"Coefficient rugosité";"Surface mouillée Qb (m2)";"Largeur mouillée Qb (m)";"Périmètre mouillé Qb (m)";"Profondeur maximum Qb (m)";"Profondeur moyenne Qb (m)";"Rayon hydraulique Qb";"Rapport largeur/Profondeur Qb";"Force tractrice Qb  (N/m2)";"Débit plein bord (m3/s)";"Ecart type cote point";"Coefficient variation cote point";"Ecart type cote point en eau";"Coefficient variation cote point en eau";"Ecart type largeur mouillée Qb";"Coefficient variation largeur mouillée Qb";"Vitesse moyenne Qb (m/s)";"Ligne énergie Qb (m)";"Cote ligne énergie Qb";"Nombre de Froude Qb";"Puissance spécifique Qb (w/m2)";"Nombre de mouille";"Profondeur moyenne des mouilles (m)";"Nombre de berges total";"Nombre de berges artificialisées";"Score ripisylve";"Classe ripisylve";"% fines";"% graviers-cailloux";"% blocs-rochers";"Indice de Shannon granulo";"Surface BV (km2)";"Proportion de roche imperméable BV";"Code HER ou DOM dominant";"Nom HER ou DOM dominant";"Type DOM";"Coefficient de sinuosité";"Débit Q01 RHT (m3/s)";"Puissance Q01 RHT (w/m)";"Puissance spécifique Q01 RHT (w/m2)";"Station référence modèle";"Résidu modèle Largeur mouillée Qb";"Résidu modèle rapport largeur/profondeur Qb";"Résidu modèle profondeur mouilles";"Résidu modèle profondeur Qb";"Résidu modèle pente ligne d'eau";"Résidu modèle surface mouillée Qb";"Résidu standardisé modèle largeur mouillée Qb";"Résidu standardisé modèle rapport largeur/profondeur Qb";"Résidu standardisé modèle profondeur mouilles";"Résidu standardisé modèle profondeur Qb";"Résidu standardisé modèle pente ligne d'eau";"Résidu standardisé modèle surface mouillée Qb";"IMG";"Modèle référence IMG";"Classe écart IMG"
2445;"L'ORDRIMOUILLE A COINCY 1";"03114630";730757,58;6896749,78;167793;2016-08-23;0,094;NA;0,8;8,5;5,5;118,5;NA;0,279;NA;"";"continue";"continue";"Réseau local de contrôle opérationnel des eaux superficielles de la direction Vallée de Marne";"Différence entre coordonnées du point de prélèvement déjà enregistré 016 et celles des opérateurs 2016.
Coordonnées opérateurs
Xamont 732353.9999 Yamont 6888065.348 Xaval 732281.8882 Yaval 6888508.584";"2009-2016";"AQUABIO";"Ordrimouille";15;38;49;65,16;0,38;41,134;2,08;4,688;5,08;0,609;0,441;0,402;9,133;4,97;12,575;8,224;10,112;2,271;1,53;1,242;3,659;3,398;1,206;0,909;0,009;0,233;0,524;0,656;0,08;0,097;2,271;101,645;0,025;0,404;3;0,214;30;0;0,65;2;66,327;28,571;5,102;1,957;64,11;0;9;"TABLES CALCAIRES";0;1,13;2,293;6,276;0,763;0;0,067;-0,614;0,112;0,657;-2,32;0,752;0,256;-1,61;0,237;1,933;-2,88;1,658;8,575;"TABLES CALCAIRES";"fort"
2446;"LA BLAISE A SAINT-ANGE-ET-TORCAY 1";"03193520";567551;6840787;107485;2016-10-17;0,62;NA;1,2;11,6;8,38;162;NA;1;NA;"";"semi-continue";"continue";"Réseau local de contrôle de surveillance des eaux superficielles de la direction Seine Aval";"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Blaise";15;27;43,5;67,64;0,647;31,52;2,724;8,25;8,437;0,491;0,331;0,322;19,09;15,308;9,741;10,276;10,925;1,241;0,95;0,894;8,448;8,766;4,375;0,49;0,005;0,172;0,524;0,813;0,079;0,457;1,251;100,68;0,151;4,201;2;0,239;30;0;0,429;4;44,037;54,128;1,835;2,025;196,91;1;9;"TABLES CALCAIRES";0;1,09;1,647;16,157;1,572;0;-0,053;0,116;0,105;-0,181;-0,561;-0,094;-0,203;0,304;0,223;-0,533;-0,697;-0,208;2,167;"TABLES CALCAIRES";"tres faible"
2447;"LE RU DU RHONE A COULOMBS-EN-VALOIS 2";"03115840";711911,24;6888461,83;167796;2016-08-22;0,014;NA;0,25;2;1,8;28;NA;1,223;NA;"";"continue";"continue";"Réseau de gestion des eaux superficielles de la DVM";"Différences entre coordonnées du site déjà intégré du point de prélèvement 016 et celles de l'opérateur 2016.
Coordonnées opérateurs 
Xamont 711918.732 Yamont 6888524.58 Xaval 711912.102 Yaval 6888551.256";"2009-2016";"AQUABIO";"Rhone";15;8,84;14;18;0,507;9,972;0,133;1,319;1,434;0,138;0,101;0,092;10,721;14,78;1,868;2,032;3,564;1,149;0,924;0,524;1,774;6,29;0,628;0,473;0,005;0,049;0,491;0,227;0,112;0,338;1,155;101;0,112;3,746;3;0,041;30;0;1,299;2;51,087;48,913;0;1,577;21,65;0;9;"TABLES CALCAIRES";0;1,03;0,677;8,122;3,997;0;-1;-1,235;-1,429;0,203;-1,309;-0,584;-3,827;-3,239;-3,028;0,598;-1,625;-1,289;13,605;"TABLES CALCAIRES";"tres fort"
2448;"BARANGEON à VIGNOUX-SUR-BARANGEON";"04067240";642441;6686530;118267;2016-08-18;0,278;NA;0,8;6,3;5,3;86;NA;1,675;NA;"";"continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Loire, cours d'eau côtiers vendéens  et bretons";"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Barangeon";15;23;46;65;0,717;26,709;1,057;5,091;5,217;0,304;0,209;0,203;18,785;18,612;4,294;6,595;7,081;0,855;0,651;0,605;7,814;9,943;2,34;0,34;0,003;0,123;0,596;0,574;0,087;0,556;0,871;100,491;0,222;5,87;3;0,077;30;0;1,299;2;20,588;77,451;1,961;1,743;104,49;0,789;9;"TABLES CALCAIRES";0;1,03;4,941;81,189;12,31;0;-0,303;0,098;-0,959;-0,421;-0,318;-0,58;-1,16;0,257;-2,032;-1,239;-0,394;-1,279;6,362;"TABLES CALCAIRES";"moyen"
2451;"LE VRIN A LA FERTE-LOUPIERE 2";"03029530";717219;6756086;96157;2016-09-21;0,269;NA;0,8;7;5,6;97,05;NA;3,81;NA;"";"continue";"isolée";NA;"Coupe de la ripisylve en RD depuis la dernière campagne CARHYCE";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Vrin";15;9;24,5;44,16;1,1;11,315;2,204;6,041;6,342;0,556;0,385;0,357;14,234;3,927;4,763;7,063;7,618;0,945;0,694;0,633;8,315;23,645;0,851;0,429;0,004;0,255;0,702;1,815;0,257;0,188;0,947;100,204;0,074;4,744;4;0,243;30;0;0,31;4;45,217;54,783;0;1,534;87,29;0,636;9;"TABLES CALCAIRES";0;1,17;2,273;84,956;12,028;1;-0,18;0,177;0,205;-0,284;0,427;-0,382;-0,687;0,465;0,435;-0,835;0,53;-0,842;3,795;"TABLES CALCAIRES";"tres faible"
2454;"GRANDE SAULDRE à NOYER (LE)";"04068270";677899;6690786;118382;2016-06-13;1,276;NA;0,98;8,6;6,8;121;NA;2,98;NA;"";"continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Loire, cours d'eau côtiers vendéens  et bretons";"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Grande sauldre";15;32,84;62;125,12;0,975;37,321;3,086;6,767;7,084;0,604;0,451;0,428;12,202;13,337;10,212;8,842;9,86;1,501;1,16;1,036;6,004;30,288;7,612;0,607;0,006;0,234;0,536;1,249;0,141;0,769;1,532;100,748;0,232;25,596;3;0,168;30;1;0,65;2;26,923;59,615;13,462;2,172;55,15;0,022;9;"TABLES CALCAIRES";0;1,25;3,653;106,791;12,077;1;0,185;-0,105;-0,112;0,275;-0,016;0,623;0,709;-0,274;-0,237;0,808;-0,02;1,374;3,422;"TABLES CALCAIRES";"tres faible"
2455;"CLOCHE à BRUNELLES";"04115750";544252;6807783;121349;2016-06-28;0,442;NA;0,65;5,88;4,56;82;NA;6,31;NA;"";"bosquets éparses";"bosquets éparses";"Contrôle de surveillance des cours d'eau du bassin Loire, cours d'eau côtiers vendéens  et bretons";"Uniquement un radier aval station";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Cloche";15;25,68;53,5;83,48;0,796;32,115;1,832;4,692;5,086;0,55;0,395;0,36;10,519;5,997;5,59;5,785;6,923;1,269;0,974;0,808;4,686;50,026;2,31;0,535;0,005;0,197;0,504;0,847;0,146;0,421;1,279;100,469;0,137;25,204;2;0,126;30;0;0,31;4;53,509;31,579;14,912;2,004;85,07;0,403;9;"TABLES CALCAIRES";0;1,29;2,128;131,726;22,769;0;-0,371;-0,394;-0,449;0,017;0,92;-0,208;-1,421;-1,032;-0,951;0,049;1,142;-0,459;5,055;"TABLES CALCAIRES";"faible"
2458;"ESVES à LIGUEIL";"04097050";540038;6662462;120240;2016-10-06;0,181;NA;0,8;6,8;5,6;95;NA;0,6;NA;"";"semi-continue";"espacée-régulière";"Contrôle de surveillance des cours d'eau du bassin Loire, cours d'eau côtiers vendéens  et bretons";"Calcul de pente incertain suite a mauvais usage de la fiche terrain. Donc calcul fait point aval/point amond par d station.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Esves";15;15,84;26,5;39,16;0,669;18,164;1,959;5,329;5,608;0,567;0,363;0,343;10,401;7,693;5,918;6,614;7,403;1,225;0,897;0,799;5,518;4,704;0,961;0,482;0,005;0,202;0,565;0,719;0,109;0,167;1,227;100,632;0,057;0,864;3;0,217;30;0;0,433;2;41,346;50;8,654;2,132;44,19;0,721;9;"TABLES CALCAIRES";0;1,3;1,151;6,775;1,024;1;-0,038;-0,168;0,166;0,118;-1,714;0,194;-0,144;-0,44;0,353;0,348;-2,128;0,427;3,84;"TABLES CALCAIRES";"tres faible"
2464;"MASSE OU AMASSE à SOUVIGNY-DE-TOURAINE";"04053320";553685;6703118;117635;2016-10-04;0,104;NA;0,9;7,5;5,8;106;NA;0,9;NA;"";"bosquets éparses";"continue";"Contrôle de surveillance des cours d'eau du bassin Loire, cours d'eau côtiers vendéens  et bretons";"Pas de relève de bâtonnets car enlevés par des enfants.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Masse ou amasse";15;24,84;36,5;52;0,574;28,852;2,257;5,034;5,398;0,623;0,402;0,372;10,292;2,969;5,948;6,659;7,439;1,249;0,879;0,783;5,616;6,916;0,45;0,55;0,006;0,286;0,625;1,192;0,179;0,088;1,249;100,579;0,032;0,616;4;0,235;30;0;0,115;1;45,263;53,684;1,053;1,975;126;0,549;9;"TABLES CALCAIRES";0;1,02;5,039;44,489;6,681;1;-0,351;-0,25;0,134;-0,082;-0,858;-0,353;-1,342;-0,655;0,284;-0,24;-1,066;-0,778;4,364;"TABLES CALCAIRES";"tres faible"
2494;"BOULON à MAZANGE";"04108050";548720;6749090;120835;2016-05-26;0,363;NA;0,7;6,2;5,13;87;NA;1,64;NA;"";"semi-continue";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Loire, cours d'eau côtiers vendéens  et bretons";"Radier A Amont
Radier B Aval";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Boulon";15;25;36,5;54,16;0,573;28,825;2,065;5,861;6,24;0,531;0,364;0,335;14,388;8,99;6,384;6,994;7,974;1,199;0,925;0,805;6,155;12,95;2,011;0,461;0,005;0,221;0,616;1,181;0,169;0,323;1,205;100,603;0,109;4,74;3;0,193;30;0;0,541;2;18,852;72,951;8,197;2,063;141,6;0,761;9;"TABLES CALCAIRES";0;1,01;1,959;31,517;4,506;1;-0,337;-0,169;-0,073;-0,146;-0,208;-0,343;-1,29;-0,444;-0,155;-0,43;-0,258;-0,757;3,335;"TABLES CALCAIRES";"tres faible"
2497;"BOUZANNE à VELLES";"04091250";595772;6621445;119867;2016-05-27;1,811;NA;1;11,58;7;162;NA;3,8;NA;"";"bosquets éparses";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Loire, cours d'eau côtiers vendéens  et bretons";"Un seul radier possible";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Bouzanne";15;12,84;26;39;0,807;15,936;3,528;7,869;8,184;0,65;0,446;0,429;12,286;14,647;11,876;10,939;11,922;1,528;1,096;1,008;7,182;37,579;10,781;0,712;0,007;0,207;0,472;1,971;0,18;0,929;1,573;100,615;0,285;37,806;5;0,086;30;0;0,487;2;29,752;61,157;9,091;1,817;400,7;0,346;9;"TABLES CALCAIRES";0;1,79;19,073;711,003;64,997;0;-0,207;-0,114;-0,996;-0,121;1,079;-0,27;-0,793;-0,299;-2,111;-0,357;1,34;-0,595;5,495;"TABLES CALCAIRES";"faible"
2516;"YEVRE A GRON";"04455005";680144;6667568;171191;2017-01-19;0,045;NA;0,25;3,8;1,79;53,2;NA;4,15;NA;"";"isolée";"isolée";NA;"basses-eaux";"2009-2016";"SYNDICAT INTERCOMMUNAL DE LA VALLEE DE L YEVRE";"Yevre";15;19;34;54,16;0,734;23,171;0,207;1,534;1,67;0,186;0,133;0,122;8,414;13,732;3,072;3,613;4,989;1,398;0,852;0,616;2,584;25,065;1,966;0,572;0,006;0,056;0,421;0,289;0,08;0,643;1,419;101,123;0,223;22,299;5;0,024;30;0;0,029;1;64,646;28,283;7,071;1,587;8,64;0;9;"TABLES CALCAIRES";0;1,02;0,736;29,964;8,294;0;-0,144;-0,772;-1,868;0,591;-0,482;0,396;-0,552;-2,023;-3,96;1,738;-0,598;0,874;9,745;"TABLES CALCAIRES";"tres fort"
2523;"LE TREMONT A SAINT-EVROULT-NOTRE-DAME-DU-BOIS 1";"03222418";509864;6856063;166805;2016-07-04;0,012;NA;0,25;3,02;1,87;42;NA;3,8;NA;"";"continue";"continue";"Réseau de gestion des eaux superficielles de la DSAV";"Pour tous les transects ic égal 1 sauf précision";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Tremont";15;13;21;30,16;0,646;14,193;0,171;1,874;1,972;0,156;0,096;0,088;17,997;5,756;0,912;3,04;3,354;0,456;0,314;0,277;7,112;10,31;0,137;0,191;0,002;0,078;0,859;0,886;0,291;0,157;0,457;100,218;0,091;1,85;3;0,103;30;0;1,299;2;32,174;67,826;0;1,774;3,07;1;9;"TABLES CALCAIRES";0;1,02;0,11;4,101;1,349;0;-0,001;0,339;-0,298;-0,314;-1,015;-0,274;-0,004;0,89;-0,631;-0,923;-1,259;-0,605;4,311;"TABLES CALCAIRES";"tres faible"
2527;"L'AUSTREBERTHE A DUCLAIR 1";"03204000";549040;6936940;108021;2015-06-30;1,634;NA;0,2;12,3;1,37;172;NA;2,85;NA;"";"semi-continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Austreberthe";15;19;35;72;0,912;23,222;0,707;2,452;3,13;0,572;0,321;0,226;4,916;116,524;5,974;11,133;12,857;1,527;0,525;0,465;7,371;13,006;22,311;0,614;0,006;0,156;0,434;1,376;0,124;4,852;3,072;102,25;2,565;56,92;2;0,306;30;5;0,801;2;27,473;72,527;0;1,763;204,46;0;9;"TABLES CALCAIRES";0;1,02;4,185;117,006;10,51;0;0,016;-0,024;0,347;0,018;0,502;-0,603;0,06;-0,063;0,736;0,054;0,624;-1,33;2,867;"TABLES CALCAIRES";"tres faible"
2528;"LA RIVIÈRE DE MÉSANGUEVILLE A DAMPIERRE-EN-BRAY 2";"03174695";603708;6937007;106339;2015-05-21;0,061;NA;NA;7,6;4,2;NA;NA;2,87;NA;"";"bosquets éparses";"bosquets éparses";"Réseau local de contrôle de surveillance des eaux superficielles de la direction Seine Aval";"Déplacement du point vers l'aval / 2009
Pas de résultat de colmatage";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Mesangueville";16;23,84;53,5;81,16;0,902;29,065;1,383;4,472;4,701;0,439;0,287;0,268;16,497;1,981;6,007;6,684;7,53;1,248;0,89;0,79;5,526;22,242;0,545;0,524;0,005;0,243;0,791;0,964;0,144;0,096;1,248;100,65;0,033;2,338;3;0,273;32;2;0,087;1;75,781;21,875;2,344;1,775;57,64;0;9;"TABLES CALCAIRES";0;1,06;0,697;19,624;2,936;0;-0,108;-0,192;0,368;0,081;-0,035;0,069;-0,413;-0,503;0,78;0,239;-0,043;0,152;2,13;"TABLES CALCAIRES";"tres faible"
2529;"LA CHARENTONNE A FERRIERES-SAINT-HILAIRE 1";"03223200";521273;6882511;109427;2015-07-02;NA;NA;1,4;11,43;9,9;160;NA;3,8;NA;"";"semi-continue";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"La station ne comprend pas l'intégralité du cours d'eau. un petit bras secondaire diverge en amont de la station et conflue en aval.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Charentonne";15;29,68;53,5;91;0,794;37,006;2,884;8,853;9,098;0,609;0,329;0,319;16,056;1,981;7,789;10,847;11,385;1,103;0,723;0,686;10,161;25,58;0,74;0,473;0,005;0,234;0,717;2,155;0,199;0,1;1,104;100,19;0,038;2,643;4;0,193;30;0;NA;NA;28,767;61,644;9,589;2,125;2121,03;0,835;9;"TABLES CALCAIRES";0;1,14;0,177;6,598;0,608;0;-0,724;0,075;-0,362;-0,795;1,795;-1,568;-2,772;0,196;-0,768;-2,338;2,229;-3,46;11,763;"TABLES CALCAIRES";"tres fort"
2546;"L'AIGRE A ROMILLY-SUR-AIGRE";"04610015";571973;6766084;171267;2016-09-06;0,26;NA;0,5;4,2;3,2;56;NA;0,16;NA;"";"semi-continue";"bosquets éparses";"Réseaux de la qualité des cours d'eau en Loire Bretagne - Réseaux locaux ";"Malgré la présence de plat courant la profondeur était trop importante pour les ateliers colmatage et granulométrie

Différence entre coordonnées du point de prélèvement déjà enregistré 002 et celles des opérateurs 2016.
Coordonnées opérateurs
Xamont 572028 Yamont 6766068
Xaval 571973 Yaval 6766084";"2009-2016";"AQUABIO";"Aigre";15;NA;NA;NA;NA;NA;2,014;3,6;4,178;0,757;0,553;0,473;4,942;16,818;3,246;4,363;5,185;1,067;0,737;0,619;4,139;0,972;0,502;0,432;0,004;0,244;0,415;0,594;0,136;0,162;1,068;100,306;0,061;0,183;2;0,115;30;6;0,671;2;48,718;46,154;5,128;1,864;325,92;0,019;9;"TABLES CALCAIRES";0;1,04;3,577;5,614;1,287;0;-1,063;-0,646;-0,684;-0,438;-2,177;-1,458;-4,07;-1,693;-1,449;-1,287;-2,703;-3,218;14,419;"TABLES CALCAIRES";"tres fort"
2562;"L'AUNAY A AUNEAU 3";"03189198";609804,65;6818959,82;168908;2017-03-20;0,066;NA;0,7;5,74;5;80,36;NA;0,2;NA;"";"absence";"absence";"Réseau de suivi local de l’opération de restauration hydromorphologique de remise à ciel ouvert de l'Aunay à Auneau (28)";"Site de démonstration national. TRamont
avant travaux - beaucoup de vase - progression en canoë. Pas de radier";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Aunay";15;NA;NA;NA;NA;NA;0,52;4,941;4,993;0,137;0,106;0,105;36,482;40,395;3,703;6,196;6,684;0,705;0,598;0,554;8,788;1,087;1,427;0,278;0,003;0,035;0,348;0,175;0,028;0,386;0,713;100,568;0,159;0,452;3;0,015;30;0;0;1;100;0;0;0;118,4;0;9;"TABLES CALCAIRES";0;1,04;0,876;1,719;0,277;0;-0,404;0,204;-2,616;-0,64;-2,389;-0,794;-1,545;0,534;-5,544;-1,881;-2,966;-1,751;14,222;"TABLES CALCAIRES";"tres fort"
2563;"L'AUNAY A AUNEAU 5";"03189203";609578,5;6819146,41;168918;2017-03-20;0,064;NA;0,3;2,4;2,13;NA;NA;2,4;NA;"";"espacée-régulière";"isolée";"Réseau de suivi local de l’opération de restauration hydromorphologique de remise à ciel ouvert de l'Aunay à Auneau (28)";"site de démonstration national - TRaval";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Aunay";15;8,84;14;27;0,858;10,416;0,256;2,011;2,113;0,175;0,131;0,123;12,678;20,586;2,047;3,617;4,214;0,814;0,567;0,486;4,468;11,433;1,275;0,314;0,003;0,061;0,485;0,36;0,099;0,627;0,834;100,618;0,266;8,376;5;0,021;30;13;0,191;4;63,208;31,132;5,66;1,396;118,61;0;9;"TABLES CALCAIRES";0;1;0,876;20,625;5,702;0;-0,942;-0,473;-2,291;-0,497;0,096;-1,387;-3,607;-1,24;-4,857;-1,461;0,12;-3,061;14,346;"TABLES CALCAIRES";"tres fort"
2565;"L'AUNAY A AUNAY SOUS AUNEAU 1";"03189181";610984,65;6817260,64;168903;2017-03-23;0,029;NA;0,5;4,26;3,96;59,75;NA;0,33;NA;"";"isolée";"isolée";"Réseau de suivi local de l’opération de restauration hydromorphologique de remise à ciel ouvert de l'Aunay à Auneau (28)";"Site de démonstration. TA
pas de radier - vase- Milieu forestier mais peu d'arbres en haut de berge.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Aunay";15;NA;NA;NA;NA;NA;0,466;4,082;4,161;0,171;0,114;0,112;24,077;14,745;2,319;4,808;5,263;0,583;0,483;0,441;8,26;1,428;0,36;0,219;0,002;0,04;0,361;0,359;0,075;0,156;0,584;100,403;0,072;0,244;2;0,019;30;0;0,029;1;98,319;0;1,681;0,145;87,54;0;9;"TABLES CALCAIRES";0;1;0,671;2,172;0,452;0;-0,565;0,171;-2,325;-0,768;-2,018;-1,103;-2,163;0,447;-4,929;-2,258;-2,505;-2,433;14,734;"TABLES CALCAIRES";"tres fort"
2574;"CHOISILLE DE BEAUMONT A CERELLES";"04449004";526382,7;6713454;132559;2017-04-06;0,109;NA;0,4;3,56;2,88;50;NA;1,3;NA;"";"semi-continue";"semi-continue";"Réseau de suivi local de l'opération de restauration hydromorphologique de contournement du plan d'eau de Chatenay sur la Choisille de Beaumont (37)";"Site de démonstration. Suivi après travaux. station aval plan d'eau de Chatenay";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Choisille de beaumont";15;24,84;63,5;92;0,876;32,364;0,681;2,909;3,219;0,333;0,234;0,21;10,072;12,573;2,973;3,617;4,734;1,028;0,824;0,628;3,577;8,005;0,988;0,399;0,004;0,107;0,451;0,548;0,152;0,34;1,034;100,669;0,12;3,567;2;0,3;30;0;1,126;2;32,456;61,404;6,14;2,093;42,96;0,714;9;"TABLES CALCAIRES";0;1,08;0,667;8,506;2,352;0;-0,632;-0,599;0,493;-0,051;-0,953;-0,48;-2,42;-1,57;1,046;-0,151;2,96;-1,059;7,429;"TABLES CALCAIRES";"moyen"
2575;"CHOISILLE DE BEAUMONT A CERELLES";"04449005";526152,3;6714096;71031;2017-04-06;0,114;NA;0,45;3,8;3,13;53,2;NA;0,4;NA;"";"semi-continue";"semi-continue";"Réseau de suivi local de l'opération de restauration hydromorphologique de contournement du plan d'eau de Chatenay sur la Choisille de Beaumont (37)";"Suivi après travaux de restauration. station Amont du plan d'eau. Pas de radier car remous du plan d'eau. Pas de pose de Batonnet. pas de woolman";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Choisille de beaumont";15;NA;NA;NA;NA;NA;1,999;3,357;4,065;0,814;0,588;0,479;4,34;4,655;3,938;4,306;5,494;1,321;0,909;0,71;3,317;2,785;0,292;0,543;0,005;0,286;0,461;0,537;0,125;0,078;1,322;100,497;0,027;0,27;2;0,185;30;6;0,541;2;74,359;13,675;11,966;1,449;42,32;0,719;9;"TABLES CALCAIRES";0;1,05;0,667;2,617;0,608;0;-0,453;-0,673;0,008;0,203;-2,138;-0,191;-1,735;-1,764;0,018;0,596;2,047;-0,421;7,189;"TABLES CALCAIRES";"moyen"
2588;"LA BLAISE A MAILLEBOIS 1";"03193510";562442;6838219;78939;2017-06-26;0,086;NA;0,88;10;6,2;140;NA;1,69;NA;"";"espacée-régulière";"espacée-régulière";NA;"Debut station tete de radier - 15 metres en amont de la station de peche - du point aval - .";"2017";"FISH PASS";"Blaise";15;12,84;29;86,16;1,221;15,93;0,634;6,168;6,196;0,146;0,104;0,103;46,362;15,01;7,557;9,726;10,151;0,975;0,777;0,744;9,994;12,335;3,829;0,37;0,004;0,047;0,453;0,841;0,087;0,512;0,989;100,725;0,186;6,573;4;0,058;30;1;0,325;2;19,643;80,357;0;1,709;73,06;1;9;"TABLES CALCAIRES";0;1,04;0,659;10,925;1,123;0;0,195;0,378;-1,202;-0,215;-0,463;0,174;0,745;0,992;-2,548;-0,632;-0,574;0,383;5,874;"TABLES CALCAIRES";"faible"
2589;"L'AVRE A SAINT-CHRISTOPHE-SUR-AVRE 1";"03194350";540271;6846473;107535;2017-06-27;0,02;NA;0,77;7,7;5,4;108;NA;1,16;NA;"Sous-berge";"continue";"semi-continue";NA;"";"2017";"FISH PASS";"Avre";15;16;33;55;0,856;19,924;1,735;5,269;5,466;0,517;0,309;0,296;14,71;0,762;5,791;7,466;8,027;1,145;0,773;0,716;6,798;8,153;0,12;0,443;0,004;0,224;0,664;0,773;0,104;0,022;1,145;100,566;0,008;0,185;2;0,181;30;0;0,595;2;38,318;59,813;1,869;2,104;109,99;0,977;9;"TABLES CALCAIRES";0;1,02;2,37;26,97;3,612;0;-0,195;-0,046;-0,111;-0,14;-0,663;-0,308;-0,745;-0,121;-0,236;-0,411;-0,823;-0,679;3,015;"TABLES CALCAIRES";"tres faible"
2590;"LE FOUILLEBROC A TOUFFREVILLE 1";"03179556";587252;6917723;106718;2017-06-28;0,087;NA;0,37;5;2,56;70;NA;2,1;NA;"";"semi-continue";"semi-continue";NA;"";"2017";"FISH PASS";"Fouillebroc";15;41;55,5;85;0,544;46,72;0,69;2,651;2,902;0,398;0,259;0,234;7,127;7,246;3,431;4,982;5,795;1,126;0,691;0,591;4,49;12,17;0,802;0,432;0,004;0,139;0,528;0,786;0,158;0,241;1,129;100,657;0,093;3,396;3;0,123;30;0;0,39;4;66,667;32,52;0,813;1,523;53,56;0;9;"TABLES CALCAIRES";0;1,16;1,705;35,125;7,05;0;-0,38;-0,392;-0,422;-0,006;-0,379;-0,453;-1,453;-1,029;-0,895;-0,019;-0,47;-0,999;4,864;"TABLES CALCAIRES";"faible"
2591;"LA COUDANNE A SAINT-GEORGES-MOTEL 1";"03196080";579724,6;6854984,2;107623;2017-06-28;0,052;NA;0,51;5,5;3,6;77;NA;2,58;NA;"";"bosquets éparses";"isolée";NA;"";"2017";"FISH PASS";"Coudanne";15;22;42,5;72,64;0,837;27,358;0,807;3,378;3,574;0,413;0,24;0,227;8,262;3,411;2,724;5,056;5,493;0,871;0,54;0,496;5,81;12,559;0,296;0,338;0,003;0,127;0,521;0,633;0,125;0,11;0,872;100,359;0,048;1,503;5;0,05;30;0;NA;4;85,149;14,851;0;1,459;76,43;0,907;9;"TABLES CALCAIRES";0;1,02;0,484;12,25;2,423;0;-0,473;-0,169;-1,365;-0,337;-0,02;-0,87;-1,811;-0,442;-2,893;-0,991;-0,025;-1,921;8,083;"TABLES CALCAIRES";"fort"
