"Identifiant opération";"Localisation station de mesure";"Code station";"X";"Y";"Identifiant point prélèvement";"Date réalisation";"Débit mesuré (m3/s)";"Débit station hydro (m3/s)";"Distance interpoint (m)";"Largeur plein bord évaluée (m)";"Largeur mouillée évaluée (m)";"Longueur réelle opération (m)";"Longueur théorique opération (m)";"Pente ligne d'eau (‰)";"Pente ligne d'eau évaluée";"Description habitat marginaux";"Continuité ripisylve rive gauche";"Continuité ripisylve rive droite";"Nom réseau de mesure";"Observations";"Version protocole";"Structure responsable";"Cours d'eau";"Nombre transect";"D16 (mm)";"D50 (mm)";"D84 (mm)";"Indice Folk et Ward";"Indice Fredle";"Surface mouillée Q1 (m2)";"Largeur mouillée Q1 (m)";"Périmètre mouillé Q1 (m)";"Profondeur maximum Q1 (m)";"Profondeur moyenne Q1 (m)";"Rayon hydraulique Q1";"Rapport largeur/Profondeur Q1";"Coefficient rugosité";"Surface mouillée Qb (m2)";"Largeur mouillée Qb (m)";"Périmètre mouillé Qb (m)";"Profondeur maximum Qb (m)";"Profondeur moyenne Qb (m)";"Rayon hydraulique Qb";"Rapport largeur/Profondeur Qb";"Force tractrice Qb  (N/m2)";"Débit plein bord (m3/s)";"Ecart type cote point";"Coefficient variation cote point";"Ecart type cote point en eau";"Coefficient variation cote point en eau";"Ecart type largeur mouillée Qb";"Coefficient variation largeur mouillée Qb";"Vitesse moyenne Qb (m/s)";"Ligne énergie Qb (m)";"Cote ligne énergie Qb";"Nombre de Froude Qb";"Puissance spécifique Qb (w/m2)";"Nombre de mouille";"Profondeur moyenne des mouilles (m)";"Nombre de berges total";"Nombre de berges artificialisées";"Score ripisylve";"Classe ripisylve";"% fines";"% graviers-cailloux";"% blocs-rochers";"Indice de Shannon granulo";"Surface BV (km2)";"Proportion de roche imperméable BV";"Code HER ou DOM dominant";"Nom HER ou DOM dominant";"Type DOM";"Coefficient de sinuosité";"Débit Q01 RHT (m3/s)";"Puissance Q01 RHT (w/m)";"Puissance spécifique Q01 RHT (w/m2)";"Station référence modèle";"Résidu modèle Largeur mouillée Qb";"Résidu modèle rapport largeur/profondeur Qb";"Résidu modèle profondeur mouilles";"Résidu modèle profondeur Qb";"Résidu modèle pente ligne d'eau";"Résidu modèle surface mouillée Qb";"Résidu standardisé modèle largeur mouillée Qb";"Résidu standardisé modèle rapport largeur/profondeur Qb";"Résidu standardisé modèle profondeur mouilles";"Résidu standardisé modèle profondeur Qb";"Résidu standardisé modèle pente ligne d'eau";"Résidu standardisé modèle surface mouillée Qb";"IMG";"Modèle référence IMG";"Classe écart IMG"
2864;"LE RUISSEAU DU MOULIN À PAGNY-SUR-MEUSE (LES ÎLES)";"02107846";900103;6846349;172412;2017-06-13;0,056;NA;0,63;7,94;4,44;111;NA;1,3;NA;"";"isolée";"isolée";NA;"";"2009-2016";"CONSERVATOIRE ESPACES NATURELS DE LORRAINE";"Moulin";15;NA;NA;NA;NA;NA;0,936;3,922;4,042;0,345;0,241;0,233;11,865;4,382;7,279;8,067;8,892;1,389;0,904;0,82;5,816;10,456;1,007;0,574;0,006;0,106;0,443;1,188;0,147;0,141;1,39;100,973;0,048;1,625;3;0,061;30;0;0,029;NA;67,961;26,214;5,825;1,609;31,393;0;10;"COTES CALCAIRES EST";0;1,03;NA;NA;NA;0;0,247;-0,111;-1,119;0,319;-0,688;0,519;1,231;-0,426;-3,264;1,343;-0,786;1,439;8,489;"COTES CALCAIRES EST";"fort"
2871;"LA RIVIÈRE DE DRUYES A ANDRYES 3";"03025931";734738;6714704;176090;2017-09-28;0,311;NA;0,75;9;5,25;126;NA;1,03;NA;"";"absence";"bosquets éparses";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Druyes";15;NA;NA;NA;NA;NA;2,794;6,752;6,971;0,597;0,318;0,308;11,052;7,608;6,548;12,136;12,478;1;0,496;0,48;11,648;4,853;0,981;0,458;0,005;0,373;0,903;8,069;0,665;0,224;1,003;100,341;0,107;1,051;2;0,513;30;0;NA;NA;100;0;0;0,589;171,672;0,007;10;"COTES CALCAIRES EST";0;1;NA;NA;NA;0;0,075;0,428;0,551;-0,43;-0,676;-0,572;0,373;1,643;1,607;-1,809;-0,772;-1,585;7,789;"COTES CALCAIRES EST";"fort"
2872;"LE RUISSEAU D'ANDRYES A SURGY 1";"03025938";737075;6712799;176091;2017-09-27;0,272;NA;1;8;7;112;NA;1,43;NA;"";"isolée";"isolée";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Andryes";15;8;23,5;40,16;1,065;10,24;1,539;8,6;8,708;0,28;0,18;0,177;181,325;14,807;6,106;10,704;11,031;0,744;0,574;0,556;14,599;7,796;2,311;0,269;0,003;0,103;0,573;3,134;0,293;0,399;0,753;100,393;0,17;3,195;4;0,069;30;14;NA;NA;64,228;34,146;1,626;1,356;190,113;0,014;10;"COTES CALCAIRES EST";0;1,05;NA;NA;NA;0;-0,085;0,644;-1,479;-0,751;-0,333;-0,701;-0,425;2,475;-4,313;-3,158;-0,381;-1,943;12,694;"COTES CALCAIRES EST";"tres fort"
2907;"LE BICKENALBE À ERCHING";"02100850";1012314;6899770;169006;2016-07-07;0,125;NA;0,5;6,13;3,43;85,9;NA;1,43;NA;"";"semi-continue";"semi-continue";"Réseau de connaissance de la qualité des cours d'eau du Parc Régional des Vosges du Nord";"";"2009-2016";"PNR VOSGES DU NORD";"Bickenalbe";15;10,84;16,5;32,16;0,779;12,956;1,465;3,379;3,837;0,672;0,432;0,37;6,035;4,378;6,775;7,184;8,555;1,707;0,957;0,795;4,381;11,156;0,963;0,678;0,007;0,279;0,64;1,494;0,208;0,146;1,708;100,974;0,048;1,954;3;0,313;30;0;0,541;NA;59,829;38,462;1,709;1,534;28,863;0;10;"COTES CALCAIRES EST";0;1,23;NA;NA;NA;0;0,16;-0,387;0,542;0,546;-0,605;0,496;0,798;-1,485;1,58;2,298;-0,691;1,375;8,226;"COTES CALCAIRES EST";"fort"
2947;"LE RUPT DE MAD À ESSEY-ET-MAIZERAIS";"02077200";905833;6872579;90688;2018-06-20;0,098;NA;1;8,6;6,7;120,5;NA;0,08;NA;"radier de pont à l'aval proche de la station carhyce";"bosquets éparses";"bosquets éparses";"Contrôle de surveillance des cours d'eau du bassin Rhin";"aucun habitat lotique donc pas de wolman
cours d'eau assez rofond donc granulo sur les points souvent estimées";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Rupt de mad";15;NA;NA;NA;NA;NA;3,101;5,853;6,284;0,732;0,537;0,495;8,558;5,645;8,649;7,639;8,723;1,555;1,138;0,993;5,007;0,779;0,435;0,621;0,006;0,223;0,41;0,987;0,129;0,051;1,555;100,819;0,015;0,045;2;0,205;30;0;NA;NA;58,511;38,298;3,191;2,076;139,06;0;10;"COTES CALCAIRES EST";0;1,04;10,315;8,095;1,06;0;-0,316;-0,397;-0,31;0,064;-3,262;-0,171;-1,572;-1,526;-0,904;0,268;-3,727;-0,475;8,472;"COTES CALCAIRES EST";"fort"
2948;"LA CHIERS À CONS-LA-GRANDVILLE";"02115650";895514;6935285;92864;2018-06-27;1,497;NA;1,8;20,1;12,11;284;NA;2,96;NA;"";"continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Meuse";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Chiers";15;17,68;55;101,32;1,279;24,103;3,375;9,86;10,04;0,555;0,345;0,337;19,791;16,828;39,23;17,535;19,129;3,077;2,244;2,058;5,715;59,768;58,119;1,193;0,012;0,225;0,675;1,401;0,08;1,488;3,191;102,22;0,318;96,824;3;0,368;30;7;0,65;NA;6,977;50;43,023;1,855;190,44;0;10;"COTES CALCAIRES EST";0;1,03;4,184;121,493;6,929;0;0,407;-0,294;0,19;0,668;0,395;1,158;2,027;-1,129;0,555;2,81;0,451;3,21;10,182;"COTES CALCAIRES EST";"tres fort"
2961;"LE BUTTENBACH À MONTBRONN";"02098392";1012538;6886420;168991;2016-07-06;0,299;NA;0,79;6,9;5,5;96,6;NA;0,104;NA;"";"continue";"isolée";"Réseau de connaissance de la qualité des cours d'eau du Parc Régional des Vosges du Nord";"";"2009-2016";"PNR VOSGES DU NORD";"Buttenbach";15;16;59,5;123,8;1,488;20,675;2,889;5,197;5,662;0,773;0,553;0,504;7,282;16,023;5,38;6,43;7,249;1,21;0,843;0,742;5,517;0,757;0,72;0,528;0,005;0,26;0,458;0,713;0,111;0,139;1,211;100,433;0,05;0,116;3;0,268;30;0;0,433;NA;79,412;9,804;10,784;1,46;34,718;0,286;10;"COTES CALCAIRES EST";0;1,11;NA;NA;NA;0;-0,014;-0,173;0,336;0,157;-3,199;0,158;-0,068;-0,665;0,979;0,659;-3,655;0,439;6,465;"COTES CALCAIRES EST";"moyen"
2964;"LE RUISSEAU DE RAHLING À RAHLING";"02098410";1008427;6885153;168993;2016-07-07;0,104;NA;0,34;2,67;2,35;37,3;NA;11,39;NA;"";"isolée";"bosquets éparses";"Réseau de connaissance de la qualité des cours d'eau du Parc Régional des Vosges du Nord";"";"2009-2016";"PNR VOSGES DU NORD";"Rahling";15;17,68;34;74,32;1,02;23,179;0,662;2,219;2,58;0,416;0,292;0,243;7,064;3,781;1,381;2,781;3,402;0,706;0,497;0,399;4,301;44,622;0,302;0,323;0,003;0,201;0,661;0,512;0,184;0,24;0,709;100,08;0,115;12,51;3;0,121;30;0;0,058;NA;30,097;66,99;2,913;2,023;13,886;0;10;"COTES CALCAIRES EST";0;1,03;NA;NA;NA;0;-0,539;-0,338;-0,212;-0,155;1,365;-0,67;-2,681;-1,298;-0,619;-0,652;1,56;-1,856;8,666;"COTES CALCAIRES EST";"fort"
3005;"LE RUISSEAU DE FRÊNES À ROZIÈRES-SUR-MOUZON";"02106654";904465;6784085;172410;2016-10-26;0;NA;0,22;3,35;1,6;46,9;NA;15,9;NA;"";"continue";"continue";NA;"";"2009-2016";"CONSERVATOIRE ESPACES NATURELS DE LORRAINE";"Frenes";15;NA;NA;NA;NA;NA;0,106;1,233;1,295;0,119;0,078;0,072;15,784;0,207;3,098;3,325;4,959;1,307;0,936;0,626;2,557;97,65;0,059;0,577;0,006;0,089;1,072;0,418;0,126;0,019;1,307;100,815;0,006;2,817;3;0,134;30;0;1,01;NA;41,333;56;2,667;1,939;1,822;0;10;"COTES CALCAIRES EST";0;1;0,647;100,918;30,356;0;0,334;-0,672;0,441;0,964;1,406;1,316;1,663;-2,58;1,286;4,054;1,607;3,646;14,836;"COTES CALCAIRES EST";"tres fort"
3006;"LE RUISSEAU DE MOLENTIN À LOUPMONT (RELENFEE)";"02077110";895968;6864657;174162;2018-05-24;0,015;NA;0,2;3,47;1,38;48,63;NA;4,18;NA;"";"bosquets éparses";"continue";NA;"";"2009-2016";"CONSERVATOIRE ESPACES NATURELS DE LORRAINE";"Molentin";15;8;12;15;0,467;9,177;0,165;1,482;1,56;0,165;0,108;0,101;11,842;6,481;2,8;3,974;4,941;1,175;0,706;0,566;3,402;23,206;0,803;0,454;0,005;0,083;0,754;0,452;0,114;0,29;1,179;100,913;0,11;8,388;4;0,125;30;0;0,541;NA;52,817;47,183;0;1,394;6,719;0;10;"COTES CALCAIRES EST";0;1,02;NA;NA;NA;0;0,067;-0,506;0,022;0,534;0,258;0,458;0,331;-1,943;0,063;2,246;0,295;1,268;6,147;"COTES CALCAIRES EST";"moyen"
3008;"LE RUISSEAU DE MOLENTIN À BOUCONVILLE-SUR-MADT (HABEAUMONT)";"02077115";897220;6864316;174167;2018-05-23;0,02;NA;0,3;4,73;2,04;66,22;NA;1,21;NA;"";"semi-continue";"continue";NA;"";"2009-2016";"CONSERVATOIRE ESPACES NATURELS DE LORRAINE";"Molentin";15;NA;NA;NA;NA;NA;0,264;1,906;2,005;0,177;0,133;0,125;14,147;8,742;2,009;3,487;4,172;0,839;0,579;0,484;4,213;5,746;0,377;0,359;0,004;0,094;0,686;0,385;0,11;0,19;0,841;100,623;0,081;1,298;3;0,133;30;0;0,595;NA;67,29;32,71;0;1,281;8,241;0;10;"COTES CALCAIRES EST";0;1;NA;NA;NA;0;-0,134;-0,311;0,024;0,147;-0,952;0,007;-0,667;-1,194;0,07;0,616;-1,088;0,02;3,655;"COTES CALCAIRES EST";"tres faible"
3009;"LE RUISSEAU DE MOLENTIN À BOUCONVILLE-SUR-MADT (FOUILLOT)";"02077120";898117;6864256;174173;2018-05-23;0,02;NA;0,2;6,06;1,383;84,8;NA;0,46;NA;"";"absence";"absence";NA;"";"2009-2016";"CONSERVATOIRE ESPACES NATURELS DE LORRAINE";"Molentin";15;NA;NA;NA;NA;NA;0,345;1,453;1,715;0,391;0,238;0,201;3,75;7,885;2,405;5,647;6,252;0,978;0,427;0,386;5,784;1,74;0,216;0,292;0,003;0,116;0,475;0,286;0,051;0,09;0,978;100,568;0,044;0,173;5;0,038;30;1;0;NA;100;0;0;0;9,219;0;10;"COTES CALCAIRES EST";0;1;NA;NA;NA;0;0,31;-0,004;-1,265;0,272;-1,903;0,122;1,541;-0,016;-3,688;1,146;-2,174;0,339;8,905;"COTES CALCAIRES EST";"fort"
3045;"LA VERDURETTE À RECLONVILLE";"02067600";975197;6833183;90260;2018-09-19;0,101;NA;0,8;7,33;5,6;123;NA;0,1;NA;"";"absence";"absence";"Contrôle de surveillance des cours d'eau du bassin Rhin";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Verdurette";18;NA;NA;NA;NA;NA;2,778;5,551;5,948;0,726;0,503;0,464;8,585;6,068;9,345;8,432;9,495;1,653;1,117;0,987;5,165;0,969;0,562;0,637;0,006;0,298;0,62;1,297;0,154;0,061;1,654;100,922;0,019;0,067;4;0,294;36;2;NA;NA;64,865;13,514;21,622;1,593;69,19;0,101;10;"COTES CALCAIRES EST";0;1,15;5,028;4,932;0,585;0;0,021;-0,302;0,241;0,298;-3,139;0,311;0,107;-1,161;0,704;1,253;-3,587;0,861;7,672;"COTES CALCAIRES EST";"fort"
3089;"MOUGE A ST-MAURICE-DE-SATONNAY ";"06047360";837038;6591719;146754;2018-05-28;0,113;NA;0,8;7,7;5,3;107;NA;1,3;NA;"";"continue";"continue";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Mouge";15;19;30;52,32;0,755;24,848;0,777;3,695;3,838;0,331;0,222;0,211;14,858;11,37;3,798;5,521;6,104;0,973;0,694;0,62;5,871;7,911;1,132;0,412;0,004;0,133;0,619;1,88;0,341;0,317;0,979;100,578;0,121;2,806;4;0,113;30;2;0,469;NA;34,667;64;1,333;1,68;26,19;0,318;10;"COTES CALCAIRES EST";0;1,02;1,059;13,505;2,446;1;-0,07;-0,085;-0,455;0,009;-0,714;-0,026;-0,348;-0,326;-1,326;0,037;-0,816;-0,073;2,926;"COTES CALCAIRES EST";"tres faible"
3091;"PETITE GROSNE A MACON 1";"06047500";837363;6577441;146784;2018-05-28;NA;NA;0,9;11,13;6,4;156;NA;2,6;NA;"";"continue";"semi-continue";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Petite grosne";15;24;33;50;0,582;26,708;1,921;6,34;6,626;0,559;0,312;0,292;14,335;3,097;16,818;12,793;14,186;2,141;1,323;1,191;6,051;30,367;2,984;0,803;0,008;0,252;0,824;1,971;0,154;0,181;2,143;101,376;0,05;6,077;4;0,329;30;0;0,595;NA;16;84;0;1,478;122,56;0,443;10;"COTES CALCAIRES EST";0;1,09;6,375;162,601;12,71;1;0,243;-0,196;0,198;0,415;0,201;0,567;1,208;-0,754;0,577;1,745;0,23;1,571;6,085;"COTES CALCAIRES EST";"moyen"
3102;"LA COQUILLE A AIGNAY-LE-DUC 1";"03000344";830428;6730843;177081;2018-07-12;0,39;NA;0,5;5,2;3,8;72,8;NA;4,32;NA;"Chevelu racinaire/ blocs rocheux";"isolée";"absence";"Réseau de contrôle de surveillance DCE complémentaire des eaux de surface du bassin Seine-Normandie";"RAS";"2017";"AQUABIO";"Coquille";15;1;6;14,16;1,661;1,536;1,603;5,172;5,523;0,511;0,318;0,295;11,376;8,349;3,523;6,232;6,838;0,845;0,576;0,519;7,732;22,003;1,249;0,298;0,003;0,162;0,529;1,785;0,287;0,368;0,852;100,183;0,156;8,955;2;0,226;30;11;NA;NA;17,105;39,474;43,421;1,767;31,055;0;10;"COTES CALCAIRES EST";0;1,32;4,004;169,686;27,23;0;-0,007;0,175;0,193;-0,175;0,512;-0,2;-0,035;0,671;0,564;-0,737;0,584;-0,555;3,146;"COTES CALCAIRES EST";"tres faible"
3103;"L'OURCE A PRUSLY-SUR-OURCE 2";"03006442";824776;6754168;177344;2018-07-10;0,73;NA;1,3;11;8,9;154;NA;0,06;NA;"Chevelu racinaire/ débris ligneux/végétation surplombante";"continue";"continue";"Réseau de gestion des eaux superficielles de la DSAM";"";"2017";"AQUABIO";"Ource";15;6;27;43;1,586;9,63;3,764;9,064;9,334;0,589;0,413;0,401;16,487;46,049;15,293;11,767;12,856;1,682;1,3;1,19;7,048;0,7;6,125;0,637;0,006;0,182;0,438;0,471;0,04;0,403;1,69;101,096;0,113;0,307;3;0,125;30;1;0,866;NA;22,321;75;2,679;1,771;400,821;0;10;"COTES CALCAIRES EST";0;1,06;32,764;19,285;1,639;0;-0,246;-0,152;-1,09;-0,12;-3,397;-0,215;-1,223;-0,586;-3,179;-0,506;-3,881;-0,597;9,972;"COTES CALCAIRES EST";"tres fort"
3104;"LA SEINE A BELLENOD-SUR-SEINE 1";"03000542";821908,17;6734233,21;177082;2018-07-13;1,16;NA;1,8;14,3;12,3;200;NA;3,27;NA;"Débris ligneux/ végétation surplombante/ sous berge/ chevelu racinaire";"semi-continue";"semi-continue";NA;"Vandalisme sur le radier A - ensemble des batons disparu. Forte Diminution du niveau d'eau - un baton hors d'eau sur le radier B";"2017";"AQUABIO";"Seine";17;27,84;42;60,16;0,534;31,504;3,977;9,604;9,857;0,691;0,419;0,405;17,893;9,311;12,677;12,945;13,545;1,449;0,987;0,939;9,385;30,123;6,473;0,615;0,006;0,282;0,663;1,935;0,149;0,526;1,463;100,408;0,172;16,353;4;0,307;34;5;0,736;NA;14,118;57,647;28,235;2,077;198,605;0;10;"COTES CALCAIRES EST";0;1,32;20,24;649,273;50,155;0;0,09;0,198;-0,002;-0,096;0,5;0,004;0,446;0,762;-0,007;-0,402;0,572;0,012;2,2;"COTES CALCAIRES EST";"tres faible"
3105;"LE RUISSEAU DE CHANGEY A BURE-LES-TEMPLIERS 1";"03006241";845552;6741680;177085;2018-07-12;0,11;NA;0,6;5,7;3,9;79,8;NA;1,68;NA;"sous berge/chevelu racinaire/débris ligneux";"absence";"continue";"Réseau de gestion des eaux superficielles de la DSAM";"";"2017";"AQUABIO";"Changey";9;1;7,5;32;2,163;1,289;0,348;3,181;3,253;0,169;0,109;0,106;20,188;34,4;2,779;5,204;5,637;0,734;0,535;0,493;7,135;8,13;2,446;0,282;0,003;0,067;0,617;0,412;0,079;0,887;0,774;100,562;0,389;7,789;2;0,034;18;0;NA;NA;46,552;41,379;12,069;1,892;20,22;0;10;"COTES CALCAIRES EST";0;1,07;2,249;37,065;7,122;0;-0,04;0,134;-1,577;-0,21;-0,495;-0,189;-0,201;0,514;-4,599;-0,881;-0,565;-0,523;7,284;"COTES CALCAIRES EST";"moyen"
3106;"LE RUISSEAU DE CHANGEY A BURE-LES-TEMPLIERS 1";"03006241";845552;6741680;177085;2018-07-12;0,11;NA;0,6;5,7;3,9;79,8;NA;1,68;NA;"débris ligneux/ sous berge/ chevelu racinaire";"absence";"continue";"Réseau de gestion des eaux superficielles de la DSAM";"";"2017";"AQUABIO";"Changey";15;1;7;32;2,163;1,289;0,418;3,056;3,158;0,203;0,136;0,13;17,114;24,953;2,697;4,963;5,428;0,764;0,545;0,497;6,578;8,195;1,731;0,304;0,003;0,084;0,6;0,438;0,088;0,65;0,786;100,515;0,283;5,791;3;0,049;30;0;NA;NA;37;48;15;1,96;20,22;0;10;"COTES CALCAIRES EST";0;1,07;2,249;37,065;7,468;0;-0,088;0,052;-1,22;-0,169;-0,495;-0,218;-0,438;0,202;-3,557;-0,711;-0,565;-0,606;6,078;"COTES CALCAIRES EST";"moyen"
3109;"LE LANDION A VANLAY 1";"03041348";775539;6770340;84495;2018-09-27;0,058;NA;0,8;7,3;5,4;102,2;NA;12,01;NA;"Chevelu racinaire sous berge débris ligneux";"continue";"continue";"Réseau de gestion des eaux superficielles de la DSAM";"Perte d'un bâtonnet sur le radier A - câble décroché";"2017";"AQUABIO";"Landion";15;18,84;35,5;67,32;0,862;23,331;1,222;5,245;5,419;0,379;0,239;0,23;18,892;1,155;8,409;7,992;8,891;1,426;1,057;0,949;5,679;111,787;1,028;0,683;0,007;0,155;0,666;0,756;0,095;0,123;1,427;100,434;0,038;15,288;4;0,096;30;0;0,866;NA;8,491;53,774;37,736;2,117;90,52;0;10;"COTES CALCAIRES EST";0;1,08;5,994;706,202;88,367;0;-0,124;-0,232;-0,95;0,083;1,688;0,049;-0,617;-0,891;-2,77;0,351;1,929;0,137;6,694;"COTES CALCAIRES EST";"moyen"
3112;"LE RUISSEAU DU VAL DE POIRIER A SAINT-PERE 1";"03033610";757008;6706496;177093;2018-09-27;0,005;NA;0,25;2,3;1,7;32,2;NA;8,31;NA;"";"semi-continue";"semi-continue";"Réseau de gestion des eaux superficielles de la DSAM";"Un seul radier de petite taille permettant la pause de bâtonnet et la mesure de granulométrie - autre radier colmater au concrétion calcaire";"2017";"AQUABIO";"Val de poirier";15;1;9,5;18;1,763;1,168;0,387;1,984;2,206;0,325;0,188;0,167;6,59;0,467;0,665;2,405;2,692;0,45;0,273;0,242;5,546;19,736;0,011;0,176;0,002;0,126;0,658;0,585;0,243;0,02;0,45;99,992;0,014;0,399;3;0,075;30;0;0,548;NA;23,077;63,736;13,187;1,732;11,231;0,002;10;"COTES CALCAIRES EST";0;1,01;0,564;45,978;19,115;0;-0,611;-0,064;-0,627;-0,553;1,019;-1,277;-3,041;-0,247;-1,828;-2,325;1,165;-3,54;12,146;"COTES CALCAIRES EST";"tres fort"
3115;"VENELLE A FONCEGRIVE ";"06012080";861658;6726893;145039;2018-06-11;0,442;NA;0,6;7;4,4;97;NA;0,5;NA;"";"isolée";"semi-continue";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Venelle";15;10;15,5;22;0,567;11,788;2,721;4,679;5,252;0,835;0,581;0,515;5,88;11,304;4,42;5,997;6,755;1,151;0,745;0,657;5,286;3,222;0,844;0,473;0,005;0,28;0,462;1,01;0,168;0,196;1,153;100,294;0,073;0,709;4;0,199;30;0;NA;NA;40,385;54,808;4,808;1,745;36,52;0;10;"COTES CALCAIRES EST";0;1,11;2,598;12,743;2,125;1;-0,101;-0,22;0,024;0,094;-1,622;-0,067;-0,502;-0,847;0,07;0,397;-1,853;-0,187;3,855;"COTES CALCAIRES EST";"tres faible"
3116;"LE SAUZAY A CORVOL-L'ORGUEILLEUX 1";"03025368";728051;6702424;95749;2018-08-23;0,269;NA;0,8;6,6;5,6;93;NA;1,83;NA;"";"semi-continue";"continue";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Sauzay";15;14,84;21;31;0,513;16,435;1,364;5,178;5,338;0,429;0,265;0,255;14,723;11,474;4,524;6,787;7,28;0,953;0,672;0,625;7,461;11,212;1,623;0,374;0,004;0,184;0,697;0,799;0,118;0,367;0,96;100,446;0,146;4,346;3;0,279;30;0;0,595;NA;22,581;69,892;7,527;2,038;73,37;0;10;"COTES CALCAIRES EST";0;1,09;0,993;17,827;2,627;0;-0,216;0,06;0,173;-0,267;-0,224;-0,449;-1,073;0,231;0,506;-1,124;-0,256;-1,243;4,432;"COTES CALCAIRES EST";"tres faible"
3117;"L'ORNE À ETAIN (BLOUCQ)";"02085240";890664;6906238;174181;2018-11-21;NA;0,6;0,6;13,66;4,2;191,24;NA;4,01;NA;"";"semi-continue";"semi-continue";NA;"pas d'atterrissement suffisant pour réaliser les relevés granulométriques selon Wolman
Vitesses trop faibles pour permettre un relevé des vitesses";"2009-2016";"FLUVIAL IS";"Orne";15;NA;NA;NA;NA;NA;1,307;4,598;4,815;0,398;0,285;0,27;14,674;17,357;12,404;10,544;11,853;1,913;1,196;1,054;5,554;41,47;14,122;0,776;0,008;0,162;0,577;1,779;0,169;1,147;1,98;101,226;0,337;53,86;5;0,116;30;0;NA;NA;37,383;61,682;0,935;1,052;107,779;0;10;"COTES CALCAIRES EST";0;1,14;8,295;326,31;30,947;0;0,093;-0,27;-0,806;0,334;0,616;0,337;0,465;-1,038;-2,351;1,404;0,704;0,934;6,897;"COTES CALCAIRES EST";"moyen"
3120;"L'AUJON A LONGCHAMP-SUR-AUJON 1";"03022000";840959;6777147;169146;2018-07-04;1,1;NA;NA;17,3;11,45;229;NA;3,5;NA;"";"semi-continue";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"Station contrainte à l'aval par une confluence et à l'amont par un barrage avec diffluence. Possibilité de mesure de 13 transects uniquement entre les deux.";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Aujon";13;2;11,5;36,16;1,924;3,436;5,499;12,531;12,82;0,666;0,429;0,418;22,006;6,044;31,038;18,492;19,839;2,279;1,674;1,557;8,152;53,46;14,908;0,839;0,008;0,25;0,56;3,024;0,164;0,496;2,292;101,263;0,123;28,291;3;0,204;26;2;0,541;NA;5,66;83,019;11,321;1,9;489,3;0;10;"COTES CALCAIRES EST";0;1,05;35,478;1218,137;65,875;0;0,138;-0,025;-0,654;0,134;0,698;0,377;0,687;-0,097;-1,906;0,564;0,797;1,044;5,096;"COTES CALCAIRES EST";"faible"
3127;"L'ORNE À ETAIN (LA COGNE)";"02085245";890682;6905474;174186;2018-09-28;NA;0,026;1,5;14,3;10,8;200,2;NA;0;0;"";"bosquets éparses";"espacée-régulière";"Réseau national de suivi des opérations de restauration hydromorphologique des cours d'eau";"Ecoulement tres faible remous hydraulique etiage impossible mesurer debit
Altitude de la ligne d'eau du jour  200.94 NGF
Absence de radier";"2009-2016";"FLUVIAL IS";"Orne";15;NA;NA;NA;NA;NA;6,482;8,996;9,525;1,055;0,72;0,678;8,827;NA;15,654;12,158;13,296;1,942;1,289;1,175;6,324;0;NA;0,896;0,009;0,318;0,432;1,758;0,145;NA;NA;NA;NA;NA;4;0,237;30;0;0,271;NA;93,478;2,174;4,348;1,157;127,614;0;10;"COTES CALCAIRES EST";0;1,11;9,683;0;0;0;0,178;-0,156;-0,141;0,307;NA;0,472;0,886;-0,599;-0,41;1,291;NA;1,307;NA;"COTES CALCAIRES EST";NA
3129;"L'ORNE À HATRIZE";"02086200";911494;6902259;166050;2018-10-04;NA;NA;3;26;21;364;NA;0;NA;"";"semi-continue";"absence";"Réseau national de suivi des opérations de restauration hydromorphologique des cours d'eau";"Terrain avec G. Fayon C. Savineaux et O. Jeruzalski. Cours d'eau large et profond. écoulements à l'étiage sous influence  du radier du pont SNCF. Les bâtonnets ont été plantés sur le radier du pont. Seuls 2/4 bâtonnets retrouvés.";"2009-2016";"FLUVIAL IS";"Orne";15;NA;NA;NA;NA;NA;24,396;20,005;20,604;1,59;1,187;1,151;14,062;NA;65,203;27,308;29,279;3,335;2,403;2,231;8,333;0;NA;1,437;0,014;0,523;0,428;4,484;0,164;NA;NA;NA;NA;NA;3;0,338;30;1;0,231;NA;27,885;64,423;7,692;1,657;885,77;0;10;"COTES CALCAIRES EST";0;1,06;62,863;0;0;0;0,325;-0,058;-0,312;0,368;NA;0,775;1,617;-0,222;-0,909;1,547;NA;2,148;NA;"COTES CALCAIRES EST";NA
